V_LA,V_LV,V_RA,V_RV,P_LV,P_RV,P_LA,P_RA,Q_MV,Q_AV,Q_TV,Q_PV,P_Ar_Sys,P_Ven_Sys,P_Ar_Pul,P_Ven_Pul,Q_Ar_Sys,Q_Ven_Sys,Q_Ar_Pul,Q_Ven_Pul
131.82986211793275,79.57577936818073,93.41426111954472,73.47860239133156,87.54174941754368,19.774549033631853,22.649375181227892,6.258998278368131,-0.0008653778943675353,-0.0005172988887720354,-0.00018041030947591594,-0.00011509096205604935,126.32603876073881,37.1218971051061,28.39073813669708,24.50316030292017,106.57509671149487,96.47905058562414,126.65731128354764,56.26515713652412
131.8860135319683,79.5757790277458,93.51073114906801,73.4786023277216,86.94622799909445,19.645805861487304,22.659482435754292,6.265751180434761,-0.0008573035131348763,-0.0005245282757675344,-0.00017860384582064705,-0.00011670640833595793,126.27276623657242,37.1219978518801,28.383163666195134,24.505794871789085,106.51132731040744,96.45825576540358,126.32676343495231,56.034755512423736
131.94193512362227,79.57577870263609,93.60718038284523,73.47860226753832,86.34911708852003,19.51671905533254,22.66954832225201,6.272502626799167,-0.0008492084919594209,-0.0005317792791774811,-0.000176792820195821,-0.00011832669969057365,126.21952558423219,37.12209816908456,28.375608967061932,24.508425681512737,106.44759650324663,96.43746561473927,125.99695253246547,55.80553298114174
131.9976280683471,79.5757783928931,93.70360882255073,73.47860221079097,85.75047423735272,19.387301057102647,22.679573052302477,6.279252617578552,-0.0008410935953108085,-0.0005390511314537001,-0.00017497739847956517,-0.00011995166965062627,126.16631678441466,37.122198057088546,28.36807399517288,24.511052715664242,106.38390426652933,96.41668111261141,125.66787845004785,55.5774822508806
132.05309353426793,79.57577809855674,93.80001647583236,73.4786021574884,85.15035714479795,19.257564340659695,22.689556836168226,6.286001153308266,-0.0008329595896450769,-0.0005463430630794093,-0.000173157746970127,-0.00012158115132134093,126.11313981783077,37.12229751620107,28.360558706408135,24.51367595808826,106.32025057676563,96.39589941422486,125.33954101139462,55.35059608478023
132.1083326823258,79.5757778196655,93.8964033482312,73.47860210763929,84.54882365213984,19.12752141058323,22.699499882818643,6.292748234376185,-0.0008248072433297411,-0.0005536543026437785,-0.00017133403237729636,-0.00012321497739866807,126.05999466520286,37.122396546752086,28.35306305666084,24.516295392890434,106.2566354104883,96.37511902374479,125.01193999773147,55.124867299133676
132.16334666635746,79.57577755625621,93.99276944282451,73.47860206125179,83.94593173718278,18.99718480096855,22.70940239994434,6.299493860997717,-0.0008166373265694836,-0.0005609840769160418,-0.00016950642180671213,-0.0001248529801853617,126.006881307266,37.12249514909587,28.345587001841647,24.518911004431544,106.19305874425575,96.3543400211135,124.68507515172308,54.90028876240493
132.21813663309916,79.57577730836418,94.0891147602311,73.47860201833387,83.34173950862969,18.866567074211382,22.71926459395785,6.306238033216178,-0.00080845061133121,-0.0005683316109204073,-0.00016767508274366207,-0.0001264949916071749,125.95379972476529,37.12259332361113,28.338130497878353,24.52152277732763,106.12952055464837,96.33356406204943,124.35894617745461,54.676853395216206
132.27270372219192,79.57577707602324,94.18543929877465,73.47860197889305,82.7363052005331,18.735680819808064,22.729086669994544,6.312980750914226,-0.000800247871270047,-0.0005756961280101082,-0.00016584018303693427,-0.00012814084322886372,125.90074989846012,37.12269107069918,28.330693500716883,24.524130696449166,106.06602081827324,96.31279426828051,124.03355274074659,54.45455417026101
132.32704906629914,79.57577685926559,94.2817430616323,73.47860194293662,82.12968716665642,18.604538653136654,22.738868831933843,6.319722014314261,-0.0007920298816538857,-0.0005830768499425395,-0.0001640018908758971,-0.0001297903662704719,125.84773180912188,37.12278839071269,28.32327596632407,24.526734746914926,106.00255951173234,96.29203065699825,123.70889447155761,54.23338411117568
