Volume,Pressure
21.326309421787577, 5.662650602409638
18.077330241467966, 8.313253012048188
18.23108332913244, 9.638554216867469
20.486968795684838, 10.722891566265062
24.814740132076427, 12.289156626506024
28.73922468115138, 13.493975903614459
32.85779099662247, 15.06024096385542
36.986439481776486, 16.385542168674696
41.54862126329587, 17.34939759036145
46.748500277259666,18.07228916
51.31068205877906, 19.036144578313255
56.316479306346736, 19.397590361445783
61.755809850279796, 19.397590361445786
66.98089428845088, 19.518072289156628
71.17507687654384, 19.277108433734934
76.62448959015981, 19.036144578313255
81.24716438977669, 18.55421686746987
85.24726521147352, 17.951807228915662
89.26248928769473, 16.987951807228917
93.05842617331251, 16.26506024096386
96.46115844129658, 14.939759036144572
99.85380853959772, 13.855421686746991
102.62388465997884, 12.650602409638555
105.19483792912236, 11.20481927710844
107.14825830518727, 9.518072289156592
108.46902253364925,7.951807229
109.16721278419118, 6.265060240963843
108.99833644200231, 5.301204819277119
106.30387659424308, 4.698795180722855
102.34410445127793, 4.337349397590344
98.37929122347131, 4.096385542168654
94.63376518626809, 3.614457831325299
90.67399304330291, 3.2530120481927485
88.17361496, 3.012048192771088
83.80047386197509, 2.5301204819277148
79.43237384685185, 1.9277108433734806
74.83490447144226,1.807228916
71.06921409487323, 1.8072289156626447
66.05837576246408, 1.5662650602409443
61.45586530221304, 1.566265060240971
57.27680596864446, 1.4457831325301012
53.51111559207542, 1.4457831325301136
49.31693300398246, 1.686746987951814
45.13283258557242, 1.6867469879518158
39.67333770227353, 2.1686746987951766
36.09164692241771,2.771084337
32.734284418006766, 3.012048192771079
28.734183596309933, 3.6144578313253017
26.198517921056624, 4.216867469879523
23.662852245803304,4.819277108
21.326309421787577, 5.662650602409638
