Volume,Pressure
74.49856733524355, 1.184336198662855
72.48567335243553, 2.377626552053478
70.46561604584528, 3.7708930276982002
69.17621776504298,4.766595033
67.69340974212035, 6.161652340019131
66.72636103151864, 8.158428844317125
65.22922636103152, 9.953438395415459
64.80659025787966, 11.752029608404971
64.55587392550144, 13.751193887297028
64.65616045845272, 15.951528175740204
65.33667621776506, 16.953796561604605
66.55444126, 17.957855778414547
68.66762178, 18.964899713467062
70.26504298, 19.370224450811868
72.04871060171921,19.57617001
73.45988539, 20.180873925501466
75.05730659, 20.586198662846257
76.66189112, 20.79154727793698
79.15472779, 21.19985673352439
82.35673352, 21.81053008595991
85.55157593, 22.62117956064952
88.93982808022925, 23.032473734479506
92.14899713, 23.443170964660965
94.81375358166189, 24.052053486150953
98.19484240687682, 24.663323782235008
101.41117478510029, 24.874044890162395
104.2621776504298, 25.283548233046847
107.29942693409745, 25.49367239732574
110.52292263610317, 25.504417382999083
113.93982808022923, 25.115807067812845
116.99140401146134, 24.92597898758363
120.95988538681951, 24.139207258834812
124.04727793696276, 22.949498567335294
126.59025787965618, 21.957975167144276
128.6031518624642, 20.764684813753657
130.25071633237826, 19.77017669531998
131.71919770773638, 18.775071633237804
133.2163323782235, 16.980062082139447
135.07163323782237, 15.18624641833815
136.21776504297995, 13.19006685768871
136.80515759312323, 11.792024832855791
136.8839541547278, 9.592287488061126
135.8595988538682, 8.188872970391598
134.29799426934096, 6.783667621776484
132.71489971346705, 5.9783906399236155
131.11747851002866, 5.5730659025787705
128.80372492836676, 5.165353390640005
126.3108883, 4.757043935052513
123.81805157593124, 4.3487344794651825
120.96704871060173, 3.939231136580741
118.11604584527223, 3.5297277936962956
115.25787965616047, 3.320200573065918
112.22063037249283, 3.1100764087870374
109.54154727793696, 2.9011461318052163
106.50429799426934, 2.6910219675263107
103.63896848137534, 2.681470869149962
100.4297994269341, 2.270773638968535
97.38538681948424, 2.2606255969436546
94.70630372492838, 2.0516953199618015
91.30372492836676, 2.0403533906399716
88.43839541547277, 2.0308022922636084
85.76647564469913, 1.621895893027709
82.01289398280802, 1.4093839541547553
78.78939828080229, 1.3986389684813894
76.28223495702007,1.390281757
74.49856733524355, 1.184336198662855
