P_LV,P_RV,V_LV,V_RV
131.50909941323192,29.279600604311646,79.57588760866768,73.47862531511099
131.35604913118084,29.246514291277602,79.5758861501479,73.47862499947956
131.19712893812633,29.212158985024164,79.57588469524457,73.4786246846964
131.03235415219507,29.176537996896798,79.57588324411354,73.47862437080066
130.86174065580036,29.13965476023205,79.57588179691022,73.47862405782928
130.68530489410108,29.1015128300249,79.5758803537895,73.47862374581771
130.50306387343156,29.06211588258942,79.57587891490594,73.47862343480014
130.31503515965193,29.021467715202956,79.57587748041361,73.47862312481054
130.12123687646024,28.979572245741366,79.57587605046606,73.47862281588287
129.9216877036343,28.936433512298787,79.57587462521643,73.47862250805076
129.7164068752474,28.89205567280217,79.5758732048173,73.47862220134775
129.50541417780306,28.84644300460805,79.57587178942067,73.47862189580718
129.28872994833435,28.79959990409158,79.5758703791782,73.47862159146226
129.06637507243013,28.751530886220095,79.57586897424088,73.47862128834603
128.83837098224055,28.702240584121974,79.5758675747591,73.47862098649149
128.60473965439903,28.65173374863733,79.57586618088276,73.47862068593139
128.3655036079103,28.600015247861634,79.57586479276115,73.4786203866985
128.12068590196571,28.547090066673356,79.57586341054292,73.47862008882522
127.87031013374123,28.492963306258073,79.57586203437616,73.47861979234402
127.6144004361092,28.437640183613826,79.5758606644083,73.47861949728716
127.35298147531891,28.381126031049757,79.57585930078609,73.47861920368676
127.08607844860461,28.323426295668906,79.5758579436557,73.47861891157474
126.81371708177842,28.26454653884815,79.57585659316258,73.47861862098299
126.53592362673594,28.204492435698803,79.57585524945145,73.47861833194314
126.25272485893369,28.143269774521393,79.57585391266637,73.47861804448675
125.96414807479204,28.080884456244174,79.57585258295073,73.4786177586451
125.67022108908789,28.017342493859715,79.57585126044712,73.47861747444949
125.37097223226218,27.95265001184262,79.57584994529743,73.47861719193088
125.06643034767573,27.886813245556578,79.57584863764275,73.47861691112021
124.75662478885492,27.81983854065871,79.57584733762344,73.47861663204816
124.4415854166447,27.751732352484378,79.57584604537898,73.47861635474524
124.12134259634027,27.682501245426888,79.57584476104826,73.47861607924187
123.79592719474044,27.61215189230076,79.57584348476911,73.4786158055682
123.46537057720117,27.540691073704547,79.57584221667875,73.47861553375424
123.12970460459277,27.468125677363325,79.57584095691337,73.47861526382982
122.78896163023946,27.39446269746686,79.57583970560844,73.47861499582459
122.44317449678083,27.319709233991272,79.57583846289855,73.478614729768
122.09237653303518,27.24387249202095,79.57583722891732,73.47861446568928
121.73660155076828,27.166959781049986,79.57583600379763,73.47861420361752
121.37588384144364,27.088978514279763,79.57583478767135,73.47861394358162
121.01025817289705,27.00993620789995,79.57583358066947,73.47861368561021
120.63975978601583,26.929840480370796,79.57583238292194,73.4786134297318
120.26442439132235,26.848699051684285,79.57583119455799,73.47861317597457
119.8842881655417,26.766519742622478,79.57583001570573,73.47861292436669
119.49938774809324,26.683310473998866,79.57582884649229,73.47861267493593
119.10976023759213,26.599079265902034,79.57582768704394,73.47861242770996
118.71544318825123,26.513834236917937,79.57582653748592,73.47861218271619
118.31647460627242,26.42758360334982,79.57582539794237,73.47861193998182
117.91289294616136,26.340335678421347,79.57582426853654,73.47861169953383
117.50473710705431,26.252098871482723,79.57582314939057,73.478611461399
117.0920464289463,26.16288168719519,79.57582204062557,73.4786112256038
116.67486068891147,26.072692724713946,79.57582094236164,73.47861099217457
116.25322009724466,25.9815406768541,79.5758198547178,73.47861076113742
115.82716529362179,25.88943432926047,79.575818777812,73.47861053251813
115.3967373431589,25.796382559555738,79.5758177117611,73.47861030634232
114.96197773246637,25.702394336487423,79.5758166566809,73.47861008263538
114.52292836562513,25.60747871905797,79.57581561268599,73.47860986142241
114.0796315601852,25.511644855659707,79.5758145798899,73.47860964272829
113.63213004306847,25.41490198318913,79.575813558405,73.47860942657766
113.1804669464315,25.317259426152358,79.57581254834263,73.47860921299491
112.72468580354582,25.218726595774726,79.57581154981284,73.47860900200415
112.2648305445773,25.119312989088176,79.57581056292464,73.47860879362929
111.80094549236416,25.019028188018666,79.57580958778577,73.47860858789397
111.3330753581193,24.917881858456926,79.57580862450281,73.47860838482156
110.86126523716008,24.815883749335384,79.5758076731812,73.47860818443513
110.3855606045354,24.7130436916828,79.57580673392508,73.47860798675757
109.90600731065632,24.609371597679672,79.57580580683741,73.47860779181147
109.4226515768499,24.504877459696846,79.57580489202006,73.47860759961912
108.93553999094397,24.39957134934137,79.57580398957343,73.47860741020261
108.44471950275093,24.293463416479774,79.57580309959685,73.4786072235837
107.95023741955575,24.186563888262842,79.57580222218837,73.47860703978392
107.45214140152822,24.078883068133727,79.5758013574447,73.4786068588245
106.95047945717165,23.97043133484401,79.57580050546133,73.47860668072639
106.44529993866777,23.861219141447314,79.5757996663325,73.47860650551026
105.9366515372304,23.75125701429484,79.57579884015112,73.47860633319654
105.4245832783835,23.640555552014533,79.57579802700879,73.47860616380535
104.90914451727967,23.529125424498933,79.57579722699583,73.47860599735651
104.39038493391391,23.416977371870498,79.5757964402012,73.47860583386955
103.86835452835058,23.30412220344969,79.57579566671265,73.4786056733638
103.34310361587391,23.190570796706538,79.57579490661647,73.47860551585816
102.81468282218319,23.07633409622201,79.57579415999756,73.47860536137135
102.2831430784845,22.961423112626623,79.5757934269397,73.47860520992175
101.74853561659573,22.84584892154249,79.57579270752508,73.47860506152746
101.21091196397907,22.72962266250919,79.57579200183463,73.47860491620625
100.67032393882026,22.61275553791999,79.57579130994792,73.47860477397565
100.1268236450114,22.495258811937205,79.57579063194308,73.47860463485283
99.58046346710589,22.377143809401456,79.57578996789688,73.4786044988547
99.0312960653159,22.258421914750176,79.57578931788467,73.47860436599784
98.47937437040608,22.139104570913645,79.57578868198043,73.47860423629854
97.92475157860763,22.019203278215493,79.5757880602567,73.4786041097728
97.36748114645958,21.898729593257347,79.57578745278464,73.4786039864363
96.8076167857038,21.77769512781525,79.57578685963392,73.47860386630434
96.24521245807699,21.656111547713657,79.57578628087283,73.47860374939201
95.68032237012551,21.533990571704482,79.57578571656822,73.47860363571408
95.11300096794862,21.41134397033061,79.57578516678541,73.47860352528495
94.54330293199982,21.28818356480184,79.57578463158846,73.4786034181187
93.9712831717834,21.16452122584864,79.57578411103972,73.47860331422919
93.39699682057957,21.04036887258136,79.57578360520027,73.47860321362982
92.82049923009752,20.915738471334528,79.57578311412965,73.47860311633383
92.24184596518954,20.790642034523927,79.57578263788592,73.478603022354
91.66109279846305,20.665091619481842,79.57578217652565,73.47860293170288
91.07829570492194,20.539099327298416,79.575781730104,73.47860284439261
90.49351085653795,20.412677301648202,79.57578129867447,73.47860276043511
89.90679461688725,20.2858377276304,79.57578088228925,73.47860267984193
89.31820353568442,20.15859283058724,79.57578048099893,73.47860260262422
88.72779434334896,20.03095487492936,79.57578009485256,73.47860252879298
88.13562394550443,19.902936162946315,79.57577972389781,73.47860245835865
87.54174941754368,19.774549033631853,79.57577936818073,73.47860239133156
86.94622799909445,19.645805861487304,79.5757790277458,73.4786023277216
86.34911708852003,19.51671905533254,79.57577870263609,73.47860226753832
85.75047423735272,19.387301057102647,79.5757783928931,73.47860221079097
85.15035714479795,19.257564340659695,79.57577809855674,73.4786021574884
84.54882365213984,19.12752141058323,79.5757778196655,73.47860210763929
83.94593173718278,18.99718480096855,79.57577755625621,73.47860206125179
83.34173950862969,18.866567074211382,79.57577730836418,73.47860201833387
82.7363052005331,18.735680819808064,79.57577707602324,73.47860197889305
82.12968716665642,18.604538653136654,79.57577685926559,73.47860194293662
81.52194387482454,18.473153214235374,79.57577665812197,73.47860191047143
80.91313390133972,18.341537166595504,79.57577647262144,73.47860188150402
80.30331592530199,18.209703195933386,79.57577630279154,73.47860185604065
79.69254872297115,18.077664008971464,79.5757761486583,73.47860183408719
79.0808911620668,17.945432332206057,79.57577601024616,73.47860181564917
78.46840219614711,17.81302091069197,79.57577588757798,73.47860180073181
77.85514085889176,17.68044250680661,79.57577578067499,73.47860178933993
77.24116625843043,17.54770989902366,79.57577568955698,73.47860178147808
76.62653757161027,17.414835880673863,79.57577561424205,73.47860177715043
76.01131403834543,17.281833258723314,79.57577555474676,73.47860177636083
75.39555495587238,17.148714852531484,79.5757755110861,73.47860177911272
74.77931967305247,17.0154934926195,79.57577548327352,73.4786017854093
74.16266758461676,16.882182019425848,79.57577547132081,73.47860179525337
73.54565812549417,16.74879328208015,79.57577547523819,73.47860180864738
